order_id,order_date,product_id,warehouse_id,quantity_ordered,quantity_fulfilled,unit_price
ORD002083,2025-04-15,PROD003,WH002,10,10,125395.58
ORD002084,2025-04-15,PROD004,WH002,19,19,58400.22
ORD002085,2025-04-15,PROD005,WH003,29,29,39116.67
ORD002086,2025-04-15,PROD006,WH003,18,18,162564.24
ORD002087,2025-04-15,PROD007,WH003,21,21,46626.96
ORD002088,2025-04-15,PROD008,WH003,32,32,25545.93
ORD002089,2025-04-15,PROD009,WH004,42,42,16515.4
ORD002090,2025-04-15,PROD010,WH001,38,38,11869.46
ORD002091,2025-04-15,PROD011,WH001,65,65,4873.47
ORD002092,2025-04-15,PROD012,WH001,25,25,30506.53
ORD002093,2025-04-15,PROD013,WH004,76,76,2563.75
ORD002094,2025-04-15,PROD014,WH004,86,86,3513.19
ORD002095,2025-04-15,PROD015,WH004,26,26,20545.85
ORD002096,2025-04-15,PROD016,WH004,25,25,34118.65
ORD002097,2025-04-15,PROD017,WH003,23,23,13718.98
ORD002098,2025-04-15,PROD018,WH003,26,26,38497.99
ORD002099,2025-04-15,PROD019,WH001,2,2,192755.6
ORD002100,2025-04-15,PROD020,WH001,6,6,98675.04
ORD002101,2025-04-16,PROD001,WH001,8,8,233861.82
ORD002102,2025-04-16,PROD002,WH001,5,5,401364.51
ORD002103,2025-04-16,PROD003,WH002,14,14,128416.3
ORD002104,2025-04-16,PROD004,WH002,12,12,58395.03
ORD002105,2025-04-16,PROD005,WH003,24,24,40546.96
ORD002106,2025-04-16,PROD006,WH003,5,5,168950.74
ORD002107,2025-04-16,PROD007,WH003,16,16,49015.93
ORD002108,2025-04-16,PROD008,WH003,46,46,24577.6
ORD002109,2025-04-16,PROD009,WH004,34,34,16549.22
ORD002110,2025-04-16,PROD010,WH001,49,49,12306.09
ORD002111,2025-04-16,PROD011,WH001,108,108,5144.5
ORD002112,2025-04-16,PROD012,WH001,34,34,30121.22
ORD002113,2025-04-16,PROD013,WH004,92,92,2558.26
ORD002114,2025-04-16,PROD014,WH004,96,96,3443.68
ORD002115,2025-04-16,PROD015,WH004,30,30,20509.91
ORD002116,2025-04-16,PROD016,WH004,18,18,33999.63
ORD002117,2025-04-16,PROD017,WH003,27,27,13752.06
ORD002118,2025-04-16,PROD018,WH003,36,36,38352.61
ORD002119,2025-04-16,PROD019,WH001,5,5,191565.45
ORD002120,2025-04-16,PROD020,WH001,16,16,97104.75
ORD002121,2025-04-17,PROD001,WH001,6,6,237371.9
ORD002122,2025-04-17,PROD002,WH001,7,7,420811.6
ORD002123,2025-04-17,PROD003,WH002,7,7,122257.05
ORD002124,2025-04-17,PROD004,WH002,10,10,58787.75
ORD002125,2025-04-17,PROD005,WH003,19,19,40622.35
ORD002126,2025-04-17,PROD006,WH003,14,14,167305.05
ORD002127,2025-04-17,PROD007,WH003,23,23,49409.14
ORD002128,2025-04-17,PROD008,WH003,30,30,24863.81
ORD002129,2025-04-17,PROD009,WH004,35,35,17185.84
ORD002130,2025-04-17,PROD010,WH001,51,51,11779.43
ORD002131,2025-04-17,PROD011,WH001,47,47,4969.91
ORD002132,2025-04-17,PROD012,WH001,33,33,29984.81
ORD002133,2025-04-17,PROD013,WH004,137,137,2457.22
ORD002134,2025-04-17,PROD014,WH004,57,57,3585.43
ORD002135,2025-04-17,PROD015,WH004,21,21,21272.41
ORD002136,2025-04-17,PROD016,WH004,119,69,33558.87
ORD002137,2025-04-17,PROD017,WH003,40,40,13204.31
ORD002138,2025-04-17,PROD018,WH003,38,38,37516.34
ORD002139,2025-04-17,PROD019,WH001,5,5,191402.03
ORD002140,2025-04-17,PROD020,WH001,16,16,101958.45
ORD002141,2025-04-18,PROD001,WH001,7,7,240045.62
ORD002142,2025-04-18,PROD002,WH001,5,5,400221.37
ORD002143,2025-04-18,PROD003,WH002,19,19,123119.86
ORD002144,2025-04-18,PROD004,WH002,20,20,57461.1
ORD002145,2025-04-18,PROD005,WH003,34,34,40326.73
ORD002146,2025-04-18,PROD006,WH003,59,45,162491.77
ORD002147,2025-04-18,PROD007,WH003,13,13,47233.71
ORD002148,2025-04-18,PROD008,WH003,33,33,24679.3
ORD002149,2025-04-18,PROD009,WH004,25,25,17094.38
ORD002150,2025-04-18,PROD010,WH001,63,63,11994.69
ORD002151,2025-04-18,PROD011,WH001,52,52,5102.49
ORD002152,2025-04-18,PROD012,WH001,25,25,30356.28
ORD002153,2025-04-18,PROD013,WH004,81,81,2525.02
ORD002154,2025-04-18,PROD014,WH004,69,69,3427.48
ORD002155,2025-04-18,PROD015,WH004,34,34,20439.59
ORD002156,2025-04-18,PROD016,WH004,22,22,34020.4
ORD002157,2025-04-18,PROD017,WH003,53,53,13153.03
ORD002158,2025-04-18,PROD018,WH003,27,27,37689.96
ORD002159,2025-04-18,PROD019,WH001,10,10,184597.68
ORD002160,2025-04-18,PROD020,WH001,12,12,98060.85
ORD002161,2025-04-19,PROD001,WH001,7,7,234389.3
ORD002162,2025-04-19,PROD002,WH001,4,4,417404.23
ORD002163,2025-04-19,PROD003,WH002,12,12,123845.95
ORD002164,2025-04-19,PROD004,WH002,18,18,56534.39
ORD002165,2025-04-19,PROD005,WH003,31,31,39437.15
ORD002166,2025-04-19,PROD006,WH003,7,7,166809.8
ORD002167,2025-04-19,PROD007,WH003,12,12,48707.43
ORD002168,2025-04-19,PROD008,WH003,28,28,24429.8
ORD002169,2025-04-19,PROD009,WH004,37,37,17284.14
ORD002170,2025-04-19,PROD010,WH001,52,52,11906.8
ORD002171,2025-04-19,PROD011,WH001,636,518,5053.81
ORD002172,2025-04-19,PROD012,WH001,32,32,30308.71
ORD002173,2025-04-19,PROD013,WH004,139,139,2544.04
ORD002174,2025-04-19,PROD014,WH004,73,73,3541.41
ORD002175,2025-04-19,PROD015,WH004,32,32,20418.97
ORD002176,2025-04-19,PROD016,WH004,18,18,34039.74
ORD002177,2025-04-19,PROD017,WH003,37,37,13229.61
ORD002178,2025-04-19,PROD018,WH003,30,30,39071.52
ORD002179,2025-04-19,PROD019,WH001,12,12,187216.51
ORD002180,2025-04-19,PROD020,WH001,15,15,99520.64
ORD002181,2025-04-20,PROD001,WH001,5,5,235632.51
ORD002182,2025-04-20,PROD002,WH001,10,10,401010.89
ORD002183,2025-04-20,PROD003,WH002,14,14,125756.97
ORD002184,2025-04-20,PROD004,WH002,20,20,57976.27
ORD002185,2025-04-20,PROD005,WH003,18,18,39699.18
ORD002186,2025-04-20,PROD006,WH003,12,12,160895.65
ORD002187,2025-04-20,PROD007,WH003,19,19,48679.56
ORD002188,2025-04-20,PROD008,WH003,35,35,24258.78
ORD002189,2025-04-20,PROD009,WH004,36,36,16956.81
ORD002190,2025-04-20,PROD010,WH001,16,16,12095.45
ORD002191,2025-04-20,PROD011,WH001,78,78,4979.21
ORD002192,2025-04-20,PROD012,WH001,22,22,29327.18
ORD002193,2025-04-20,PROD013,WH004,98,98,2541.74
ORD002194,2025-04-20,PROD014,WH004,111,111,3463.03
ORD002195,2025-04-20,PROD015,WH004,38,38,20539.79
ORD002196,2025-04-20,PROD016,WH004,15,15,34102.54
ORD002197,2025-04-20,PROD017,WH003,30,30,13110.53
ORD002198,2025-04-20,PROD018,WH003,43,43,37598.87
ORD002199,2025-04-20,PROD019,WH001,7,7,192857.32
ORD002200,2025-04-20,PROD020,WH001,18,18,102476.27
ORD002201,2025-04-21,PROD001,WH001,8,8,241320.88
ORD002202,2025-04-21,PROD002,WH001,6,6,403053.25
ORD002203,2025-04-21,PROD003,WH002,9,9,122900.0
ORD002204,2025-04-21,PROD004,WH002,18,18,58361.47
ORD002205,2025-04-21,PROD005,WH003,32,32,39776.23
ORD002206,2025-04-21,PROD006,WH003,10,10,161804.92
ORD002207,2025-04-21,PROD007,WH003,19,19,48827.7
ORD002208,2025-04-21,PROD008,WH003,18,18,24550.36
ORD002209,2025-04-21,PROD009,WH004,27,27,16818.07
ORD002210,2025-04-21,PROD010,WH001,27,27,11684.23
ORD002211,2025-04-21,PROD011,WH001,95,95,5060.41
ORD002212,2025-04-21,PROD012,WH001,30,30,29595.5
ORD002213,2025-04-21,PROD013,WH004,157,157,2459.93
ORD002214,2025-04-21,PROD014,WH004,75,75,3458.71
ORD002215,2025-04-21,PROD015,WH004,29,29,21471.4
ORD002216,2025-04-21,PROD016,WH004,29,29,34036.76
ORD002217,2025-04-21,PROD017,WH003,69,69,13222.89
ORD002218,2025-04-21,PROD018,WH003,34,34,38625.82
ORD002219,2025-04-21,PROD019,WH001,7,7,186676.37
ORD002220,2025-04-21,PROD020,WH001,15,15,99474.86
ORD002221,2025-04-22,PROD001,WH001,6,6,240980.29
ORD002222,2025-04-22,PROD002,WH001,7,7,412077.3
ORD002223,2025-04-22,PROD003,WH002,15,15,121767.74
ORD002224,2025-04-22,PROD004,WH002,21,21,59172.08
ORD002225,2025-04-22,PROD005,WH003,25,25,39950.63
ORD002226,2025-04-22,PROD006,WH003,9,9,169843.68
ORD002227,2025-04-22,PROD007,WH003,19,19,48626.23
ORD002228,2025-04-22,PROD008,WH003,26,26,25738.85
ORD002229,2025-04-22,PROD009,WH004,26,26,16952.54
ORD002230,2025-04-22,PROD010,WH001,42,42,11741.36
ORD002231,2025-04-22,PROD011,WH001,72,72,5068.19
ORD002232,2025-04-22,PROD012,WH001,27,27,30499.97
ORD002233,2025-04-22,PROD013,WH004,117,117,2552.93
ORD002234,2025-04-22,PROD014,WH004,64,64,3458.3
ORD002235,2025-04-22,PROD015,WH004,31,31,21013.46
ORD002236,2025-04-22,PROD016,WH004,24,24,34729.31
ORD002237,2025-04-22,PROD017,WH003,32,32,13795.44
ORD002238,2025-04-22,PROD018,WH003,39,39,36918.56
ORD002239,2025-04-22,PROD019,WH001,7,7,191948.45
ORD002240,2025-04-22,PROD020,WH001,12,12,100610.12
ORD002241,2025-04-23,PROD001,WH001,6,6,234000.06
ORD002242,2025-04-23,PROD002,WH001,4,4,420581.35
ORD002243,2025-04-23,PROD003,WH002,8,8,124590.29
ORD002244,2025-04-23,PROD004,WH002,21,21,58606.42
ORD002245,2025-04-23,PROD005,WH003,24,24,40918.71
ORD002246,2025-04-23,PROD006,WH003,14,14,161338.2
ORD002247,2025-04-23,PROD007,WH003,25,25,49024.83
ORD002248,2025-04-23,PROD008,WH003,33,33,25336.46
ORD002249,2025-04-23,PROD009,WH004,45,45,17346.38
ORD002250,2025-04-23,PROD010,WH001,43,43,11996.28
ORD002251,2025-04-23,PROD011,WH001,1011,639,4860.05
ORD002252,2025-04-23,PROD012,WH001,42,42,30306.93
ORD002253,2025-04-23,PROD013,WH004,82,82,2481.18
ORD002254,2025-04-23,PROD014,WH004,42,42,3479.51
ORD002255,2025-04-23,PROD015,WH004,32,32,20925.99
ORD002256,2025-04-23,PROD016,WH004,15,15,33985.54
ORD002257,2025-04-23,PROD017,WH003,47,47,13631.17
ORD002258,2025-04-23,PROD018,WH003,36,36,38517.05
ORD002259,2025-04-23,PROD019,WH001,6,6,193156.0
ORD002260,2025-04-23,PROD020,WH001,13,13,101029.64
ORD002261,2025-04-24,PROD001,WH001,9,9,244370.1
ORD002262,2025-04-24,PROD002,WH001,10,10,400704.87
ORD002263,2025-04-24,PROD003,WH002,16,16,127526.13
ORD002264,2025-04-24,PROD004,WH002,18,18,57607.73
ORD002265,2025-04-24,PROD005,WH003,24,24,40069.06
ORD002266,2025-04-24,PROD006,WH003,7,7,164344.42
ORD002267,2025-04-24,PROD007,WH003,19,19,47930.07
ORD002268,2025-04-24,PROD008,WH003,45,45,24678.14
ORD002269,2025-04-24,PROD009,WH004,40,40,16663.35
ORD002270,2025-04-24,PROD010,WH001,46,46,11715.52
ORD002271,2025-04-24,PROD011,WH001,77,77,4985.42
ORD002272,2025-04-24,PROD012,WH001,31,31,29325.47
ORD002273,2025-04-24,PROD013,WH004,117,117,2461.75
ORD002274,2025-04-24,PROD014,WH004,106,106,3423.06
ORD002275,2025-04-24,PROD015,WH004,36,36,20507.49
ORD002276,2025-04-24,PROD016,WH004,13,13,34780.22
ORD002277,2025-04-24,PROD017,WH003,60,60,13640.96
ORD002278,2025-04-24,PROD018,WH003,35,35,38966.17
ORD002279,2025-04-24,PROD019,WH001,6,6,191641.74
ORD002280,2025-04-24,PROD020,WH001,13,13,102063.71
ORD002281,2025-04-25,PROD001,WH001,6,6,240796.3
ORD002282,2025-04-25,PROD002,WH001,3,3,409080.7
ORD002283,2025-04-25,PROD003,WH002,13,13,125213.58
ORD002284,2025-04-25,PROD004,WH002,12,12,57374.38
ORD002285,2025-04-25,PROD005,WH003,36,36,40379.13
ORD002286,2025-04-25,PROD006,WH003,13,13,168932.03
ORD002287,2025-04-25,PROD007,WH003,26,26,48813.18
ORD002288,2025-04-25,PROD008,WH003,32,32,24943.0
ORD002289,2025-04-25,PROD009,WH004,17,17,17463.0
ORD002290,2025-04-25,PROD010,WH001,31,31,12349.5
ORD002291,2025-04-25,PROD011,WH001,106,106,4997.93
ORD002292,2025-04-25,PROD012,WH001,27,27,30656.35
ORD002293,2025-04-25,PROD013,WH004,63,63,2425.72
ORD002294,2025-04-25,PROD014,WH004,70,70,3409.0
ORD002295,2025-04-25,PROD015,WH004,20,20,20398.21
ORD002296,2025-04-25,PROD016,WH004,23,23,34557.25
ORD002297,2025-04-25,PROD017,WH003,47,47,13159.62
ORD002298,2025-04-25,PROD018,WH003,55,55,36898.88
ORD002299,2025-04-25,PROD019,WH001,5,5,185980.57
ORD002300,2025-04-25,PROD020,WH001,10,10,98837.77
ORD002301,2025-04-26,PROD001,WH001,9,9,239491.69
ORD002302,2025-04-26,PROD002,WH001,32,21,399308.92
ORD002303,2025-04-26,PROD003,WH002,12,12,124992.37
ORD002304,2025-04-26,PROD004,WH002,13,13,57123.25
ORD002305,2025-04-26,PROD005,WH003,23,23,39458.49
ORD002306,2025-04-26,PROD006,WH003,17,17,168186.83
ORD002307,2025-04-26,PROD007,WH003,23,23,49402.34
ORD002308,2025-04-26,PROD008,WH003,32,32,24945.8
ORD002309,2025-04-26,PROD009,WH004,34,34,16818.21
ORD002310,2025-04-26,PROD010,WH001,47,47,12310.64
ORD002311,2025-04-26,PROD011,WH001,100,100,5000.13
ORD002312,2025-04-26,PROD012,WH001,35,35,30414.64
ORD002313,2025-04-26,PROD013,WH004,130,130,2487.06
ORD002314,2025-04-26,PROD014,WH004,97,97,3437.54
ORD002315,2025-04-26,PROD015,WH004,20,20,21195.16
ORD002316,2025-04-26,PROD016,WH004,7,7,34336.28
ORD002317,2025-04-26,PROD017,WH003,39,39,13467.75
ORD002318,2025-04-26,PROD018,WH003,33,33,37475.49
ORD002319,2025-04-26,PROD019,WH001,6,6,193782.67
ORD002320,2025-04-26,PROD020,WH001,15,15,98651.91
ORD002321,2025-04-27,PROD001,WH001,11,11,242289.95
ORD002322,2025-04-27,PROD002,WH001,7,7,407146.05
ORD002323,2025-04-27,PROD003,WH002,10,10,124793.61
ORD002324,2025-04-27,PROD004,WH002,26,26,56995.68
ORD002325,2025-04-27,PROD005,WH003,29,29,40358.75
ORD002326,2025-04-27,PROD006,WH003,8,8,162285.68
ORD002327,2025-04-27,PROD007,WH003,20,20,47958.86
ORD002328,2025-04-27,PROD008,WH003,120,98,24742.69
ORD002329,2025-04-27,PROD009,WH004,257,182,17472.88
ORD002330,2025-04-27,PROD010,WH001,52,52,12347.2
ORD002331,2025-04-27,PROD011,WH001,64,64,5076.05
ORD002332,2025-04-27,PROD012,WH001,34,34,30871.05
ORD002333,2025-04-27,PROD013,WH004,125,125,2442.03
ORD002334,2025-04-27,PROD014,WH004,54,54,3603.39
ORD002335,2025-04-27,PROD015,WH004,34,34,20500.48
ORD002336,2025-04-27,PROD016,WH004,20,20,33827.52
ORD002337,2025-04-27,PROD017,WH003,31,31,13288.55
ORD002338,2025-04-27,PROD018,WH003,44,44,39034.77
ORD002339,2025-04-27,PROD019,WH001,8,8,191548.01
ORD002340,2025-04-27,PROD020,WH001,10,10,100582.77
ORD002341,2025-04-28,PROD001,WH001,4,4,247163.11
ORD002342,2025-04-28,PROD002,WH001,4,4,412765.68
ORD002343,2025-04-28,PROD003,WH002,12,12,126096.2
ORD002344,2025-04-28,PROD004,WH002,13,13,56415.81
ORD002345,2025-04-28,PROD005,WH003,15,15,40861.72
ORD002346,2025-04-28,PROD006,WH003,13,13,169653.89
ORD002347,2025-04-28,PROD007,WH003,21,21,49325.7
ORD002348,2025-04-28,PROD008,WH003,25,25,24581.66
ORD002349,2025-04-28,PROD009,WH004,37,37,16720.43
ORD002350,2025-04-28,PROD010,WH001,39,39,11903.55
ORD002351,2025-04-28,PROD011,WH001,79,79,4943.06
ORD002352,2025-04-28,PROD012,WH001,26,26,29650.11
ORD002353,2025-04-28,PROD013,WH004,121,121,2515.78
ORD002354,2025-04-28,PROD014,WH004,71,71,3564.18
ORD002355,2025-04-28,PROD015,WH004,35,35,21550.33
ORD002356,2025-04-28,PROD016,WH004,17,17,33118.44
ORD002357,2025-04-28,PROD017,WH003,27,27,13320.16
ORD002358,2025-04-28,PROD018,WH003,26,26,37441.43
ORD002359,2025-04-28,PROD019,WH001,7,7,188374.81
ORD002360,2025-04-28,PROD020,WH001,13,13,99546.01
ORD002361,2025-04-29,PROD001,WH001,3,3,238404.07
ORD002362,2025-04-29,PROD002,WH001,7,7,421122.82
ORD002363,2025-04-29,PROD003,WH002,16,16,124528.47
ORD002364,2025-04-29,PROD004,WH002,12,12,58179.54
ORD002365,2025-04-29,PROD005,WH003,21,21,40596.72
ORD002366,2025-04-29,PROD006,WH003,10,10,167228.34
ORD002367,2025-04-29,PROD007,WH003,11,11,48238.94
ORD002368,2025-04-29,PROD008,WH003,27,27,25541.25
ORD002369,2025-04-29,PROD009,WH004,34,34,17126.66
ORD002370,2025-04-29,PROD010,WH001,40,40,12269.83
ORD002371,2025-04-29,PROD011,WH001,93,93,4940.83
ORD002372,2025-04-29,PROD012,WH001,27,27,29337.64
ORD002373,2025-04-29,PROD013,WH004,81,81,2547.93
ORD002374,2025-04-29,PROD014,WH004,109,109,3475.33
ORD002375,2025-04-29,PROD015,WH004,43,43,21190.37
ORD002376,2025-04-29,PROD016,WH004,29,29,34484.11
ORD002377,2025-04-29,PROD017,WH003,55,55,13359.64
ORD002378,2025-04-29,PROD018,WH003,43,43,38011.77
ORD002379,2025-04-29,PROD019,WH001,8,8,194502.16
ORD002380,2025-04-29,PROD020,WH001,10,10,102278.76
ORD002381,2025-04-30,PROD001,WH001,9,9,243590.74
ORD002382,2025-04-30,PROD002,WH001,4,4,416463.39
ORD002383,2025-04-30,PROD003,WH002,19,19,127982.63
ORD002384,2025-04-30,PROD004,WH002,19,19,58822.44
ORD002385,2025-04-30,PROD005,WH003,36,36,39615.0
ORD002386,2025-04-30,PROD006,WH003,13,13,161245.75
ORD002387,2025-04-30,PROD007,WH003,24,24,47775.03
ORD002388,2025-04-30,PROD008,WH003,39,39,24381.02
ORD002389,2025-04-30,PROD009,WH004,46,46,16608.09
ORD002390,2025-04-30,PROD010,WH001,53,53,12324.12
ORD002391,2025-04-30,PROD011,WH001,44,44,5052.77
ORD002392,2025-04-30,PROD012,WH001,37,37,30632.9
ORD002393,2025-04-30,PROD013,WH004,82,82,2521.43
ORD002394,2025-04-30,PROD014,WH004,87,87,3482.89
ORD002395,2025-04-30,PROD015,WH004,64,64,20401.7
ORD002396,2025-04-30,PROD016,WH004,23,23,34929.91
ORD002397,2025-04-30,PROD017,WH003,36,36,13152.46
ORD002398,2025-04-30,PROD018,WH003,48,48,38251.17
ORD002399,2025-04-30,PROD019,WH001,6,6,185465.12
ORD002400,2025-04-30,PROD020,WH001,16,16,98704.89
ORD002401,2025-05-01,PROD001,WH001,7,7,235475.77
ORD002402,2025-05-01,PROD002,WH001,4,4,411321.44
ORD002403,2025-05-01,PROD003,WH002,19,19,127903.07
ORD002404,2025-05-01,PROD004,WH002,27,27,58471.97
ORD002405,2025-05-01,PROD005,WH003,24,24,40394.05
ORD002406,2025-05-01,PROD006,WH003,7,7,169048.42
ORD002407,2025-05-01,PROD007,WH003,23,23,48718.34
ORD002408,2025-05-01,PROD008,WH003,36,36,25548.93
ORD002409,2025-05-01,PROD009,WH004,46,46,16914.72
ORD002410,2025-05-01,PROD010,WH001,39,39,12263.06
ORD002411,2025-05-01,PROD011,WH001,65,65,5043.76
ORD002412,2025-05-01,PROD012,WH001,23,23,29344.09
ORD002413,2025-05-01,PROD013,WH004,99,99,2430.81
ORD002414,2025-05-01,PROD014,WH004,78,78,3446.25
ORD002415,2025-05-01,PROD015,WH004,21,21,20846.72
ORD002416,2025-05-01,PROD016,WH004,19,19,34688.64
ORD002417,2025-05-01,PROD017,WH003,43,43,13695.41
ORD002418,2025-05-01,PROD018,WH003,39,39,39038.26
ORD002419,2025-05-01,PROD019,WH001,9,9,190674.59
ORD002420,2025-05-01,PROD020,WH001,13,13,101486.45
ORD002421,2025-05-02,PROD001,WH001,3,3,236764.08
ORD002422,2025-05-02,PROD002,WH001,3,3,414417.62
ORD002423,2025-05-02,PROD003,WH002,16,16,126546.13
ORD002424,2025-05-02,PROD004,WH002,23,23,59212.49
ORD002425,2025-05-02,PROD005,WH003,34,34,40087.37
ORD002426,2025-05-02,PROD006,WH003,11,11,166475.15
ORD002427,2025-05-02,PROD007,WH003,17,17,47144.78
ORD002428,2025-05-02,PROD008,WH003,34,34,25355.14
ORD002429,2025-05-02,PROD009,WH004,30,30,17345.18
ORD002430,2025-05-02,PROD010,WH001,33,33,12067.49
ORD002431,2025-05-02,PROD011,WH001,85,85,4884.7
ORD002432,2025-05-02,PROD012,WH001,25,25,29663.14
ORD002433,2025-05-02,PROD013,WH004,50,50,2496.33
ORD002434,2025-05-02,PROD014,WH004,106,106,3537.2
ORD002435,2025-05-02,PROD015,WH004,21,21,20773.61
ORD002436,2025-05-02,PROD016,WH004,31,31,34694.19
ORD002437,2025-05-02,PROD017,WH003,45,45,13396.15
ORD002438,2025-05-02,PROD018,WH003,34,34,36957.67
ORD002439,2025-05-02,PROD019,WH001,7,7,193351.54
ORD002440,2025-05-02,PROD020,WH001,14,14,100865.34
ORD002441,2025-05-03,PROD001,WH001,9,9,244348.17
ORD002442,2025-05-03,PROD002,WH001,7,7,406282.69
ORD002443,2025-05-03,PROD003,WH002,22,22,121382.23
ORD002444,2025-05-03,PROD004,WH002,18,18,56516.66
ORD002445,2025-05-03,PROD005,WH003,17,17,39068.32
ORD002446,2025-05-03,PROD006,WH003,10,10,168020.96
ORD002447,2025-05-03,PROD007,WH003,19,19,47428.13
ORD002448,2025-05-03,PROD008,WH003,39,39,25746.85
ORD002449,2025-05-03,PROD009,WH004,18,18,17263.56
ORD002450,2025-05-03,PROD010,WH001,56,56,12072.83
ORD002451,2025-05-03,PROD011,WH001,73,73,5145.09
ORD002452,2025-05-03,PROD012,WH001,26,26,29669.36
ORD002453,2025-05-03,PROD013,WH004,46,46,2449.84
ORD002454,2025-05-03,PROD014,WH004,86,86,3549.83
ORD002455,2025-05-03,PROD015,WH004,27,27,20720.39
ORD002456,2025-05-03,PROD016,WH004,23,23,34940.52
ORD002457,2025-05-03,PROD017,WH003,53,53,13895.34
ORD002458,2025-05-03,PROD018,WH003,46,46,38972.2
ORD002459,2025-05-03,PROD019,WH001,2,2,195070.28
ORD002460,2025-05-03,PROD020,WH001,11,11,100693.93
ORD002461,2025-05-04,PROD001,WH001,4,4,242766.51
ORD002462,2025-05-04,PROD002,WH001,6,6,400018.46
ORD002463,2025-05-04,PROD003,WH002,17,17,126972.88
ORD002464,2025-05-04,PROD004,WH002,18,18,56963.18
ORD002465,2025-05-04,PROD005,WH003,19,19,40816.78
ORD002466,2025-05-04,PROD006,WH003,11,11,169569.17
ORD002467,2025-05-04,PROD007,WH003,18,18,47171.65
ORD002468,2025-05-04,PROD008,WH003,42,42,24367.05
ORD002469,2025-05-04,PROD009,WH004,38,38,16983.57
ORD002470,2025-05-04,PROD010,WH001,46,46,12209.92
ORD002471,2025-05-04,PROD011,WH001,74,74,5081.19
ORD002472,2025-05-04,PROD012,WH001,28,28,30354.27
ORD002473,2025-05-04,PROD013,WH004,94,94,2548.1
ORD002474,2025-05-04,PROD014,WH004,30,30,3431.75
ORD002475,2025-05-04,PROD015,WH004,30,30,21191.44
ORD002476,2025-05-04,PROD016,WH004,20,20,34215.59
ORD002477,2025-05-04,PROD017,WH003,43,43,13219.28
ORD002478,2025-05-04,PROD018,WH003,33,33,37804.89
ORD002479,2025-05-04,PROD019,WH001,8,8,194018.84
ORD002480,2025-05-04,PROD020,WH001,13,13,102830.81
ORD002481,2025-05-05,PROD001,WH001,7,7,242382.19
ORD002482,2025-05-05,PROD002,WH001,7,7,420379.75
ORD002483,2025-05-05,PROD003,WH002,12,12,122240.37
ORD002484,2025-05-05,PROD004,WH002,13,13,59653.21
ORD002485,2025-05-05,PROD005,WH003,24,24,38880.42
ORD002486,2025-05-05,PROD006,WH003,7,7,165269.87
ORD002487,2025-05-05,PROD007,WH003,11,11,47398.1
ORD002488,2025-05-05,PROD008,WH003,17,17,25470.86
ORD002489,2025-05-05,PROD009,WH004,42,42,16711.89
ORD002490,2025-05-05,PROD010,WH001,58,58,11648.3
ORD002491,2025-05-05,PROD011,WH001,78,78,4974.38
ORD002492,2025-05-05,PROD012,WH001,28,28,29215.39
ORD002493,2025-05-05,PROD013,WH004,85,85,2468.51
ORD002494,2025-05-05,PROD014,WH004,76,76,3530.19
ORD002495,2025-05-05,PROD015,WH004,22,22,20741.33
ORD002496,2025-05-05,PROD016,WH004,15,15,33481.42
ORD002497,2025-05-05,PROD017,WH003,33,33,13220.95
ORD002498,2025-05-05,PROD018,WH003,43,43,37168.19
ORD002499,2025-05-05,PROD019,WH001,7,7,190294.77
ORD002500,2025-05-05,PROD020,WH001,13,13,101089.04
ORD002501,2025-05-06,PROD001,WH001,6,6,239319.36
ORD002502,2025-05-06,PROD002,WH001,4,4,400740.64
ORD002503,2025-05-06,PROD003,WH002,18,18,126108.17
ORD002504,2025-05-06,PROD004,WH002,18,18,58198.78
ORD002505,2025-05-06,PROD005,WH003,26,26,39715.06
ORD002506,2025-05-06,PROD006,WH003,13,13,163317.46
ORD002507,2025-05-06,PROD007,WH003,162,102,47087.48
ORD002508,2025-05-06,PROD008,WH003,25,25,24469.45
ORD002509,2025-05-06,PROD009,WH004,34,34,16835.55
ORD002510,2025-05-06,PROD010,WH001,56,56,11669.97
ORD002511,2025-05-06,PROD011,WH001,44,44,4980.99
ORD002512,2025-05-06,PROD012,WH001,18,18,30182.83
ORD002513,2025-05-06,PROD013,WH004,101,101,2566.25
ORD002514,2025-05-06,PROD014,WH004,112,112,3526.42
ORD002515,2025-05-06,PROD015,WH004,33,33,21156.34
ORD002516,2025-05-06,PROD016,WH004,22,22,33743.81
ORD002517,2025-05-06,PROD017,WH003,43,43,13202.99
ORD002518,2025-05-06,PROD018,WH003,32,32,37879.02
ORD002519,2025-05-06,PROD019,WH001,8,8,191124.91
ORD002520,2025-05-06,PROD020,WH001,14,14,101344.2
ORD002521,2025-05-07,PROD001,WH001,7,7,244695.65
ORD002522,2025-05-07,PROD002,WH001,10,10,403995.83
ORD002523,2025-05-07,PROD003,WH002,19,19,123059.15
ORD002524,2025-05-07,PROD004,WH002,23,23,58227.24
ORD002525,2025-05-07,PROD005,WH003,30,30,40158.44
ORD002526,2025-05-07,PROD006,WH003,9,9,162207.68
ORD002527,2025-05-07,PROD007,WH003,17,17,48251.93
ORD002528,2025-05-07,PROD008,WH003,30,30,24768.82
ORD002529,2025-05-07,PROD009,WH004,34,34,17142.1
ORD002530,2025-05-07,PROD010,WH001,30,30,11849.55
ORD002531,2025-05-07,PROD011,WH001,65,65,5027.69
ORD002532,2025-05-07,PROD012,WH001,30,30,30482.96
