date,product_id,warehouse_id,opening_stock,receipts,demand,closing_stock,stockout_units
2025-02-27,PROD013,WH004,468,0,160,308,0
2025-02-27,PROD014,WH004,319,0,95,224,0
2025-02-27,PROD015,WH004,75,187,30,232,0
2025-02-27,PROD016,WH004,58,190,27,221,0
2025-02-27,PROD017,WH003,120,0,41,79,0
2025-02-27,PROD018,WH003,215,0,43,172,0
2025-02-27,PROD019,WH001,52,0,6,46,0
2025-02-27,PROD020,WH001,122,0,10,112,0
2025-02-28,PROD001,WH001,24,0,10,14,0
2025-02-28,PROD002,WH001,42,0,3,39,0
2025-02-28,PROD003,WH002,97,0,6,91,0
2025-02-28,PROD004,WH002,152,0,13,139,0
2025-02-28,PROD005,WH003,64,222,24,262,0
2025-02-28,PROD006,WH003,70,0,3,67,0
2025-02-28,PROD007,WH003,88,0,20,68,0
2025-02-28,PROD008,WH003,174,0,36,138,0
2025-02-28,PROD009,WH004,253,0,30,223,0
2025-02-28,PROD010,WH001,391,0,34,357,0
2025-02-28,PROD011,WH001,182,447,51,578,0
2025-02-28,PROD012,WH001,148,0,19,129,0
2025-02-28,PROD013,WH004,308,0,96,212,0
2025-02-28,PROD014,WH004,224,712,79,857,0
2025-02-28,PROD015,WH004,232,0,36,196,0
2025-02-28,PROD016,WH004,221,0,21,200,0
2025-02-28,PROD017,WH003,79,226,64,241,0
2025-02-28,PROD018,WH003,172,0,46,126,0
2025-02-28,PROD019,WH001,46,0,5,41,0
2025-02-28,PROD020,WH001,112,0,11,101,0
2025-03-01,PROD001,WH001,14,51,8,57,0
2025-03-01,PROD002,WH001,39,0,5,34,0
2025-03-01,PROD003,WH002,91,0,18,73,0
2025-03-01,PROD004,WH002,139,0,24,115,0
2025-03-01,PROD005,WH003,262,0,20,242,0
2025-03-01,PROD006,WH003,67,0,7,60,0
2025-03-01,PROD007,WH003,68,0,13,55,0
2025-03-01,PROD008,WH003,138,0,28,110,0
2025-03-01,PROD009,WH004,223,0,29,194,0
2025-03-01,PROD010,WH001,357,0,53,304,0
2025-03-01,PROD011,WH001,578,0,85,493,0
2025-03-01,PROD012,WH001,129,0,27,102,0
2025-03-01,PROD013,WH004,212,541,103,650,0
2025-03-01,PROD014,WH004,857,0,72,785,0
2025-03-01,PROD015,WH004,196,0,31,165,0
2025-03-01,PROD016,WH004,200,0,5,195,0
2025-03-01,PROD017,WH003,241,0,62,179,0
2025-03-01,PROD018,WH003,126,0,36,90,0
2025-03-01,PROD019,WH001,41,0,11,30,0
2025-03-01,PROD020,WH001,101,0,22,79,0
2025-03-02,PROD001,WH001,57,0,6,51,0
2025-03-02,PROD002,WH001,34,0,5,29,0
2025-03-02,PROD003,WH002,73,0,11,62,0
2025-03-02,PROD004,WH002,115,0,3,112,0
2025-03-02,PROD005,WH003,242,0,26,216,0
2025-03-02,PROD006,WH003,60,0,16,44,0
2025-03-02,PROD007,WH003,55,0,21,34,0
2025-03-02,PROD008,WH003,110,0,29,81,0
2025-03-02,PROD009,WH004,194,0,24,170,0
2025-03-02,PROD010,WH001,304,0,51,253,0
2025-03-02,PROD011,WH001,493,0,76,417,0
2025-03-02,PROD012,WH001,102,0,25,77,0
2025-03-02,PROD013,WH004,650,0,110,540,0
2025-03-02,PROD014,WH004,785,0,87,698,0
2025-03-02,PROD015,WH004,165,0,47,118,0
2025-03-02,PROD016,WH004,195,0,19,176,0
2025-03-02,PROD017,WH003,179,0,47,132,0
2025-03-02,PROD018,WH003,90,326,16,400,0
2025-03-02,PROD019,WH001,30,0,9,21,0
2025-03-02,PROD020,WH001,79,0,14,65,0
2025-03-03,PROD001,WH001,51,0,10,41,0
2025-03-03,PROD002,WH001,29,0,8,21,0
2025-03-03,PROD003,WH002,62,0,11,51,0
2025-03-03,PROD004,WH002,112,0,18,94,0
2025-03-03,PROD005,WH003,216,0,26,190,0
2025-03-03,PROD006,WH003,44,0,9,35,0
2025-03-03,PROD007,WH003,34,116,19,131,0
2025-03-03,PROD008,WH003,81,198,52,227,0
2025-03-03,PROD009,WH004,170,0,46,124,0
2025-03-03,PROD010,WH001,253,0,47,206,0
2025-03-03,PROD011,WH001,417,0,62,355,0
2025-03-03,PROD012,WH001,77,0,9,68,0
2025-03-03,PROD013,WH004,540,0,80,460,0
2025-03-03,PROD014,WH004,698,0,76,622,0
2025-03-03,PROD015,WH004,118,0,15,103,0
2025-03-03,PROD016,WH004,176,0,18,158,0
2025-03-03,PROD017,WH003,132,0,53,79,0
2025-03-03,PROD018,WH003,400,0,28,372,0
2025-03-03,PROD019,WH001,21,43,7,57,0
2025-03-03,PROD020,WH001,65,0,15,50,0
2025-03-04,PROD001,WH001,41,0,7,34,0
2025-03-04,PROD002,WH001,21,0,3,18,0
2025-03-04,PROD003,WH002,51,0,8,43,0
2025-03-04,PROD004,WH002,94,0,20,74,0
2025-03-04,PROD005,WH003,190,0,30,160,0
2025-03-04,PROD006,WH003,35,0,9,26,0
2025-03-04,PROD007,WH003,131,0,14,117,0
2025-03-04,PROD008,WH003,227,0,18,209,0
2025-03-04,PROD009,WH004,124,0,25,99,0
2025-03-04,PROD010,WH001,206,0,46,160,0
2025-03-04,PROD011,WH001,355,0,87,268,0
2025-03-04,PROD012,WH001,68,216,29,255,0
2025-03-04,PROD013,WH004,460,0,115,345,0
2025-03-04,PROD014,WH004,622,0,83,539,0
2025-03-04,PROD015,WH004,103,0,25,78,0
2025-03-04,PROD016,WH004,158,0,25,133,0
2025-03-04,PROD017,WH003,79,222,39,262,0
2025-03-04,PROD018,WH003,372,0,28,344,0
2025-03-04,PROD019,WH001,57,0,11,46,0
2025-03-04,PROD020,WH001,50,0,16,34,0
2025-03-05,PROD001,WH001,34,0,6,28,0
2025-03-05,PROD002,WH001,18,0,6,12,0
2025-03-05,PROD003,WH002,43,77,11,109,0
2025-03-05,PROD004,WH002,74,0,17,57,0
2025-03-05,PROD005,WH003,160,0,24,136,0
2025-03-05,PROD006,WH003,26,64,8,82,0
2025-03-05,PROD007,WH003,117,0,21,96,0
2025-03-05,PROD008,WH003,209,0,42,167,0
2025-03-05,PROD009,WH004,99,266,32,333,0
2025-03-05,PROD010,WH001,160,0,55,105,0
2025-03-05,PROD011,WH001,268,0,59,209,0
2025-03-05,PROD012,WH001,255,0,18,237,0
2025-03-05,PROD013,WH004,345,0,114,231,0
2025-03-05,PROD014,WH004,539,0,59,480,0
2025-03-05,PROD015,WH004,78,213,39,252,0
2025-03-05,PROD016,WH004,133,0,33,100,0
2025-03-05,PROD017,WH003,262,0,43,219,0
2025-03-05,PROD018,WH003,344,0,475,0,131
2025-03-05,PROD019,WH001,46,0,4,42,0
2025-03-05,PROD020,WH001,34,67,14,87,0
2025-03-06,PROD001,WH001,28,0,11,17,0
2025-03-06,PROD002,WH001,12,43,5,50,0
2025-03-06,PROD003,WH002,109,0,15,94,0
2025-03-06,PROD004,WH002,57,146,11,192,0
2025-03-06,PROD005,WH003,136,0,215,0,79
2025-03-06,PROD006,WH003,82,0,15,67,0
2025-03-06,PROD007,WH003,96,0,20,76,0
2025-03-06,PROD008,WH003,167,0,34,133,0
2025-03-06,PROD009,WH004,333,0,38,295,0
2025-03-06,PROD010,WH001,105,417,37,485,0
2025-03-06,PROD011,WH001,209,516,884,0,159
2025-03-06,PROD012,WH001,237,0,28,209,0
2025-03-06,PROD013,WH004,231,888,87,1032,0
2025-03-06,PROD014,WH004,480,0,73,407,0
2025-03-06,PROD015,WH004,252,0,15,237,0
2025-03-06,PROD016,WH004,100,0,17,83,0
2025-03-06,PROD017,WH003,219,0,47,172,0
2025-03-06,PROD018,WH003,0,302,44,258,0
2025-03-06,PROD019,WH001,42,0,9,33,0
2025-03-06,PROD020,WH001,87,0,8,79,0
2025-03-07,PROD001,WH001,17,40,11,46,0
2025-03-07,PROD002,WH001,50,0,6,44,0
2025-03-07,PROD003,WH002,94,0,16,78,0
2025-03-07,PROD004,WH002,192,0,20,172,0
2025-03-07,PROD005,WH003,0,139,17,122,0
2025-03-07,PROD006,WH003,67,0,11,56,0
2025-03-07,PROD007,WH003,76,0,24,52,0
2025-03-07,PROD008,WH003,133,0,39,94,0
2025-03-07,PROD009,WH004,295,0,34,261,0
2025-03-07,PROD010,WH001,485,0,657,0,172
2025-03-07,PROD011,WH001,0,480,59,421,0
2025-03-07,PROD012,WH001,209,0,30,179,0
2025-03-07,PROD013,WH004,1032,0,86,946,0
2025-03-07,PROD014,WH004,407,0,121,286,0
2025-03-07,PROD015,WH004,237,0,422,0,185
2025-03-07,PROD016,WH004,83,0,23,60,0
2025-03-07,PROD017,WH003,172,0,37,135,0
2025-03-07,PROD018,WH003,258,0,26,232,0
2025-03-07,PROD019,WH001,33,0,9,24,0
2025-03-07,PROD020,WH001,79,0,12,67,0
2025-03-08,PROD001,WH001,46,0,5,41,0
2025-03-08,PROD002,WH001,44,0,4,40,0
2025-03-08,PROD003,WH002,78,0,15,63,0
2025-03-08,PROD004,WH002,172,0,19,153,0
2025-03-08,PROD005,WH003,122,0,18,104,0
2025-03-08,PROD006,WH003,56,0,10,46,0
2025-03-08,PROD007,WH003,52,127,13,166,0
2025-03-08,PROD008,WH003,94,0,34,60,0
2025-03-08,PROD009,WH004,261,0,29,232,0
2025-03-08,PROD010,WH001,0,231,41,190,0
2025-03-08,PROD011,WH001,421,0,54,367,0
2025-03-08,PROD012,WH001,179,0,22,157,0
2025-03-08,PROD013,WH004,946,0,105,841,0
2025-03-08,PROD014,WH004,286,0,60,226,0
2025-03-08,PROD015,WH004,0,174,22,152,0
2025-03-08,PROD016,WH004,60,0,15,45,0
2025-03-08,PROD017,WH003,135,0,60,75,0
2025-03-08,PROD018,WH003,232,0,23,209,0
2025-03-08,PROD019,WH001,24,0,9,15,0
2025-03-08,PROD020,WH001,67,0,21,46,0
2025-03-09,PROD001,WH001,41,0,4,37,0
2025-03-09,PROD002,WH001,40,0,8,32,0
2025-03-09,PROD003,WH002,63,0,17,46,0
2025-03-09,PROD004,WH002,153,0,10,143,0
2025-03-09,PROD005,WH003,104,0,19,85,0
2025-03-09,PROD006,WH003,46,0,11,35,0
2025-03-09,PROD007,WH003,166,0,16,150,0
2025-03-09,PROD008,WH003,60,226,28,258,0
2025-03-09,PROD009,WH004,232,0,36,196,0
2025-03-09,PROD010,WH001,190,0,52,138,0
2025-03-09,PROD011,WH001,367,0,62,305,0
2025-03-09,PROD012,WH001,157,0,19,138,0
2025-03-09,PROD013,WH004,841,0,134,707,0
2025-03-09,PROD014,WH004,226,525,96,655,0
2025-03-09,PROD015,WH004,152,0,36,116,0
2025-03-09,PROD016,WH004,45,132,20,157,0
2025-03-09,PROD017,WH003,75,205,44,236,0
2025-03-09,PROD018,WH003,209,0,27,182,0
2025-03-09,PROD019,WH001,15,77,7,85,0
2025-03-09,PROD020,WH001,46,0,19,27,0
2025-03-10,PROD001,WH001,37,0,7,30,0
2025-03-10,PROD002,WH001,32,0,7,25,0
2025-03-10,PROD003,WH002,46,0,71,0,25
2025-03-10,PROD004,WH002,143,0,19,124,0
2025-03-10,PROD005,WH003,85,0,22,63,0
2025-03-10,PROD006,WH003,35,0,11,24,0
2025-03-10,PROD007,WH003,150,0,19,131,0
2025-03-10,PROD008,WH003,258,0,25,233,0
2025-03-10,PROD009,WH004,196,0,39,157,0
2025-03-10,PROD010,WH001,138,0,56,82,0
2025-03-10,PROD011,WH001,305,0,95,210,0
2025-03-10,PROD012,WH001,138,0,24,114,0
2025-03-10,PROD013,WH004,707,0,146,561,0
2025-03-10,PROD014,WH004,655,0,74,581,0
2025-03-10,PROD015,WH004,116,0,18,98,0
2025-03-10,PROD016,WH004,157,0,24,133,0
2025-03-10,PROD017,WH003,236,0,47,189,0
2025-03-10,PROD018,WH003,182,0,25,157,0
2025-03-10,PROD019,WH001,85,0,7,78,0
2025-03-10,PROD020,WH001,27,70,12,85,0
2025-03-11,PROD001,WH001,30,0,6,24,0
2025-03-11,PROD002,WH001,25,0,5,20,0
2025-03-11,PROD003,WH002,0,114,5,109,0
2025-03-11,PROD004,WH002,124,0,13,111,0
2025-03-11,PROD005,WH003,63,130,19,174,0
2025-03-11,PROD006,WH003,24,87,11,100,0
2025-03-11,PROD007,WH003,131,0,22,109,0
2025-03-11,PROD008,WH003,233,0,35,198,0
2025-03-11,PROD009,WH004,157,0,41,116,0
2025-03-11,PROD010,WH001,82,389,77,394,0
2025-03-11,PROD011,WH001,210,0,53,157,0
2025-03-11,PROD012,WH001,114,0,29,85,0
2025-03-11,PROD013,WH004,561,0,121,440,0
2025-03-11,PROD014,WH004,581,0,100,481,0
2025-03-11,PROD015,WH004,98,0,35,63,0
2025-03-11,PROD016,WH004,133,0,15,118,0
2025-03-11,PROD017,WH003,189,0,48,141,0
2025-03-11,PROD018,WH003,157,0,44,113,0
2025-03-11,PROD019,WH001,78,0,12,66,0
2025-03-11,PROD020,WH001,85,0,10,75,0
2025-03-12,PROD001,WH001,24,0,9,15,0
2025-03-12,PROD002,WH001,20,0,4,16,0
2025-03-12,PROD003,WH002,109,0,19,90,0
2025-03-12,PROD004,WH002,111,0,213,0,102
2025-03-12,PROD005,WH003,174,0,16,158,0
2025-03-12,PROD006,WH003,100,0,10,90,0
2025-03-12,PROD007,WH003,109,0,19,90,0
2025-03-12,PROD008,WH003,198,0,29,169,0
2025-03-12,PROD009,WH004,116,0,46,70,0
2025-03-12,PROD010,WH001,394,0,34,360,0
2025-03-12,PROD011,WH001,157,464,74,547,0
2025-03-12,PROD012,WH001,85,0,27,58,0
2025-03-12,PROD013,WH004,440,0,97,343,0
2025-03-12,PROD014,WH004,481,0,54,427,0
2025-03-12,PROD015,WH004,63,225,530,0,242
2025-03-12,PROD016,WH004,118,0,18,100,0
2025-03-12,PROD017,WH003,141,0,50,91,0
2025-03-12,PROD018,WH003,113,0,35,78,0
2025-03-12,PROD019,WH001,66,0,6,60,0
2025-03-12,PROD020,WH001,75,0,13,62,0
2025-03-13,PROD001,WH001,15,71,6,80,0
2025-03-13,PROD002,WH001,16,58,6,68,0
2025-03-13,PROD003,WH002,90,0,18,72,0
2025-03-13,PROD004,WH002,0,150,25,125,0
2025-03-13,PROD005,WH003,158,0,39,119,0
2025-03-13,PROD006,WH003,90,0,10,80,0
2025-03-13,PROD007,WH003,90,0,14,76,0
2025-03-13,PROD008,WH003,169,0,45,124,0
2025-03-13,PROD009,WH004,70,283,51,302,0
2025-03-13,PROD010,WH001,360,0,52,308,0
2025-03-13,PROD011,WH001,547,0,62,485,0
2025-03-13,PROD012,WH001,58,241,15,284,0
2025-03-13,PROD013,WH004,343,0,140,203,0
2025-03-13,PROD014,WH004,427,0,83,344,0
2025-03-13,PROD015,WH004,0,179,32,147,0
2025-03-13,PROD016,WH004,100,0,8,92,0
2025-03-13,PROD017,WH003,91,217,44,264,0
2025-03-13,PROD018,WH003,78,211,41,248,0
2025-03-13,PROD019,WH001,60,0,9,51,0
2025-03-13,PROD020,WH001,62,0,10,52,0
2025-03-14,PROD001,WH001,80,0,8,72,0
2025-03-14,PROD002,WH001,68,0,4,64,0
2025-03-14,PROD003,WH002,72,0,13,59,0
2025-03-14,PROD004,WH002,125,0,18,107,0
2025-03-14,PROD005,WH003,119,0,190,0,71
2025-03-14,PROD006,WH003,80,0,9,71,0
2025-03-14,PROD007,WH003,76,0,17,59,0
2025-03-14,PROD008,WH003,124,0,27,97,0
2025-03-14,PROD009,WH004,302,0,52,250,0
2025-03-14,PROD010,WH001,308,0,43,265,0
2025-03-14,PROD011,WH001,485,0,71,414,0
2025-03-14,PROD012,WH001,284,0,30,254,0
2025-03-14,PROD013,WH004,203,895,112,986,0
2025-03-14,PROD014,WH004,344,0,89,255,0
2025-03-14,PROD015,WH004,147,0,27,120,0
2025-03-14,PROD016,WH004,92,0,19,73,0
2025-03-14,PROD017,WH003,264,0,36,228,0
2025-03-14,PROD018,WH003,248,0,55,193,0
2025-03-14,PROD019,WH001,51,0,7,44,0
2025-03-14,PROD020,WH001,52,0,11,41,0
2025-03-15,PROD001,WH001,72,0,10,62,0
2025-03-15,PROD002,WH001,64,0,6,58,0
2025-03-15,PROD003,WH002,59,0,19,40,0
2025-03-15,PROD004,WH002,107,0,26,81,0
2025-03-15,PROD005,WH003,0,142,16,126,0
2025-03-15,PROD006,WH003,71,0,7,64,0
2025-03-15,PROD007,WH003,59,0,26,33,0
2025-03-15,PROD008,WH003,97,0,29,68,0
2025-03-15,PROD009,WH004,250,0,29,221,0
2025-03-15,PROD010,WH001,265,0,86,179,0
2025-03-15,PROD011,WH001,414,0,52,362,0
2025-03-15,PROD012,WH001,254,0,21,233,0
2025-03-15,PROD013,WH004,986,0,94,892,0
2025-03-15,PROD014,WH004,255,0,66,189,0
2025-03-15,PROD015,WH004,120,0,27,93,0
2025-03-15,PROD016,WH004,73,0,21,52,0
2025-03-15,PROD017,WH003,228,0,45,183,0
2025-03-15,PROD018,WH003,193,0,42,151,0
2025-03-15,PROD019,WH001,44,0,6,38,0
2025-03-15,PROD020,WH001,41,0,13,28,0
2025-03-16,PROD001,WH001,62,0,9,53,0
2025-03-16,PROD002,WH001,58,0,6,52,0
2025-03-16,PROD003,WH002,40,84,17,107,0
2025-03-16,PROD004,WH002,81,0,21,60,0
2025-03-16,PROD005,WH003,126,0,36,90,0
2025-03-16,PROD006,WH003,64,0,4,60,0
2025-03-16,PROD007,WH003,33,113,19,127,0
2025-03-16,PROD008,WH003,68,226,25,269,0
2025-03-16,PROD009,WH004,221,0,41,180,0
2025-03-16,PROD010,WH001,179,0,51,128,0
2025-03-16,PROD011,WH001,362,0,87,275,0
2025-03-16,PROD012,WH001,233,0,19,214,0
2025-03-16,PROD013,WH004,892,0,85,807,0
2025-03-16,PROD014,WH004,189,471,83,577,0
2025-03-16,PROD015,WH004,93,0,18,75,0
2025-03-16,PROD016,WH004,52,184,6,230,0
2025-03-16,PROD017,WH003,183,0,47,136,0
2025-03-16,PROD018,WH003,151,0,30,121,0
2025-03-16,PROD019,WH001,38,0,5,33,0
2025-03-16,PROD020,WH001,28,116,6,138,0
2025-03-17,PROD001,WH001,53,0,7,46,0
2025-03-17,PROD002,WH001,52,0,4,48,0
2025-03-17,PROD003,WH002,107,0,19,88,0
2025-03-17,PROD004,WH002,60,0,12,48,0
2025-03-17,PROD005,WH003,90,0,26,64,0
2025-03-17,PROD006,WH003,60,0,12,48,0
2025-03-17,PROD007,WH003,127,0,12,115,0
2025-03-17,PROD008,WH003,269,0,37,232,0
2025-03-17,PROD009,WH004,180,0,26,154,0
2025-03-17,PROD010,WH001,128,239,42,325,0
2025-03-17,PROD011,WH001,275,0,71,204,0
2025-03-17,PROD012,WH001,214,0,15,199,0
2025-03-17,PROD013,WH004,807,0,1222,0,415
2025-03-17,PROD014,WH004,577,0,82,495,0
2025-03-17,PROD015,WH004,75,178,26,227,0
2025-03-17,PROD016,WH004,230,0,22,208,0
2025-03-17,PROD017,WH003,136,0,39,97,0
2025-03-17,PROD018,WH003,121,0,45,76,0
2025-03-17,PROD019,WH001,33,0,7,26,0
2025-03-17,PROD020,WH001,138,0,8,130,0
2025-03-18,PROD001,WH001,46,0,4,42,0
2025-03-18,PROD002,WH001,48,0,5,43,0
2025-03-18,PROD003,WH002,88,0,132,0,44
2025-03-18,PROD004,WH002,48,103,22,129,0
2025-03-18,PROD005,WH003,64,140,35,169,0
2025-03-18,PROD006,WH003,48,0,6,42,0
2025-03-18,PROD007,WH003,115,0,24,91,0
2025-03-18,PROD008,WH003,232,0,29,203,0
2025-03-18,PROD009,WH004,154,0,40,114,0
2025-03-18,PROD010,WH001,325,0,47,278,0
2025-03-18,PROD011,WH001,204,684,44,844,0
2025-03-18,PROD012,WH001,199,0,31,168,0
2025-03-18,PROD013,WH004,0,820,63,757,0
2025-03-18,PROD014,WH004,495,0,69,426,0
2025-03-18,PROD015,WH004,227,0,20,207,0
2025-03-18,PROD016,WH004,208,0,24,184,0
2025-03-18,PROD017,WH003,97,257,44,310,0
2025-03-18,PROD018,WH003,76,195,33,238,0
2025-03-18,PROD019,WH001,26,0,38,0,12
2025-03-18,PROD020,WH001,130,0,15,115,0
2025-03-19,PROD001,WH001,42,0,9,33,0
2025-03-19,PROD002,WH001,43,0,3,40,0
2025-03-19,PROD003,WH002,0,113,21,92,0
2025-03-19,PROD004,WH002,129,0,20,109,0
2025-03-19,PROD005,WH003,169,0,36,133,0
2025-03-19,PROD006,WH003,42,0,10,32,0
2025-03-19,PROD007,WH003,91,0,21,70,0
2025-03-19,PROD008,WH003,203,0,38,165,0
2025-03-19,PROD009,WH004,114,0,32,82,0
2025-03-19,PROD010,WH001,278,0,49,229,0
2025-03-19,PROD011,WH001,844,0,71,773,0
2025-03-19,PROD012,WH001,168,0,9,159,0
2025-03-19,PROD013,WH004,757,0,145,612,0
2025-03-19,PROD014,WH004,426,0,123,303,0
2025-03-19,PROD015,WH004,207,0,57,150,0
2025-03-19,PROD016,WH004,184,0,17,167,0
2025-03-19,PROD017,WH003,310,0,23,287,0
2025-03-19,PROD018,WH003,238,0,32,206,0
2025-03-19,PROD019,WH001,0,43,8,35,0
2025-03-19,PROD020,WH001,115,0,19,96,0
2025-03-20,PROD001,WH001,33,0,9,24,0
2025-03-20,PROD002,WH001,40,0,5,35,0
2025-03-20,PROD003,WH002,92,0,19,73,0
2025-03-20,PROD004,WH002,109,0,29,80,0
2025-03-20,PROD005,WH003,133,0,25,108,0
2025-03-20,PROD006,WH003,32,0,10,22,0
2025-03-20,PROD007,WH003,70,0,18,52,0
2025-03-20,PROD008,WH003,165,0,25,140,0
2025-03-20,PROD009,WH004,82,243,41,284,0
2025-03-20,PROD010,WH001,229,0,63,166,0
2025-03-20,PROD011,WH001,773,0,101,672,0
2025-03-20,PROD012,WH001,159,0,23,136,0
2025-03-20,PROD013,WH004,612,0,114,498,0
2025-03-20,PROD014,WH004,303,0,83,220,0
2025-03-20,PROD015,WH004,150,0,44,106,0
2025-03-20,PROD016,WH004,167,0,21,146,0
2025-03-20,PROD017,WH003,287,0,44,243,0
2025-03-20,PROD018,WH003,206,0,32,174,0
2025-03-20,PROD019,WH001,35,0,6,29,0
2025-03-20,PROD020,WH001,96,0,11,85,0
2025-03-21,PROD001,WH001,24,0,12,12,0
2025-03-21,PROD002,WH001,35,0,9,26,0
2025-03-21,PROD003,WH002,73,0,14,59,0
2025-03-21,PROD004,WH002,80,0,19,61,0
2025-03-21,PROD005,WH003,108,0,28,80,0
2025-03-21,PROD006,WH003,22,59,8,73,0
2025-03-21,PROD007,WH003,52,111,22,141,0
2025-03-21,PROD008,WH003,140,0,39,101,0
2025-03-21,PROD009,WH004,284,0,26,258,0
2025-03-21,PROD010,WH001,166,0,41,125,0
2025-03-21,PROD011,WH001,672,0,89,583,0
2025-03-21,PROD012,WH001,136,0,38,98,0
2025-03-21,PROD013,WH004,498,0,86,412,0
2025-03-21,PROD014,WH004,220,728,64,884,0
2025-03-21,PROD015,WH004,106,0,45,61,0
2025-03-21,PROD016,WH004,146,0,20,126,0
2025-03-21,PROD017,WH003,243,0,62,181,0
2025-03-21,PROD018,WH003,174,0,57,117,0
2025-03-21,PROD019,WH001,29,0,10,19,0
2025-03-21,PROD020,WH001,85,0,4,81,0
2025-03-22,PROD001,WH001,12,56,11,57,0
2025-03-22,PROD002,WH001,26,0,4,22,0
2025-03-22,PROD003,WH002,59,0,9,50,0
2025-03-22,PROD004,WH002,61,0,19,42,0
2025-03-22,PROD005,WH003,80,0,128,0,48
2025-03-22,PROD006,WH003,73,0,8,65,0
2025-03-22,PROD007,WH003,141,0,16,125,0
2025-03-22,PROD008,WH003,101,0,37,64,0
2025-03-22,PROD009,WH004,258,0,30,228,0
2025-03-22,PROD010,WH001,125,370,39,456,0
2025-03-22,PROD011,WH001,583,0,81,502,0
2025-03-22,PROD012,WH001,98,0,17,81,0
2025-03-22,PROD013,WH004,412,0,95,317,0
2025-03-22,PROD014,WH004,884,0,101,783,0
2025-03-22,PROD015,WH004,61,209,38,232,0
2025-03-22,PROD016,WH004,126,0,177,0,51
2025-03-22,PROD017,WH003,181,0,57,124,0
2025-03-22,PROD018,WH003,117,0,36,81,0
2025-03-22,PROD019,WH001,19,77,7,89,0
2025-03-22,PROD020,WH001,81,0,10,71,0
2025-03-23,PROD001,WH001,57,0,11,46,0
2025-03-23,PROD002,WH001,22,0,3,19,0
2025-03-23,PROD003,WH002,50,0,9,41,0
2025-03-23,PROD004,WH002,42,103,24,121,0
2025-03-23,PROD005,WH003,0,156,20,136,0
2025-03-23,PROD006,WH003,65,0,12,53,0
2025-03-23,PROD007,WH003,125,0,9,116,0
2025-03-23,PROD008,WH003,64,183,29,218,0
2025-03-23,PROD009,WH004,228,0,31,197,0
2025-03-23,PROD010,WH001,456,0,74,382,0
2025-03-23,PROD011,WH001,502,0,51,451,0
2025-03-23,PROD012,WH001,81,0,23,58,0
2025-03-23,PROD013,WH004,317,0,92,225,0
2025-03-23,PROD014,WH004,783,0,50,733,0
2025-03-23,PROD015,WH004,232,0,29,203,0
2025-03-23,PROD016,WH004,0,185,22,163,0
2025-03-23,PROD017,WH003,124,0,26,98,0
2025-03-23,PROD018,WH003,81,349,13,417,0
2025-03-23,PROD019,WH001,89,0,7,82,0
2025-03-23,PROD020,WH001,71,0,7,64,0
2025-03-24,PROD001,WH001,46,0,8,38,0
2025-03-24,PROD002,WH001,19,0,7,12,0
2025-03-24,PROD003,WH002,41,79,9,111,0
2025-03-24,PROD004,WH002,121,0,22,99,0
2025-03-24,PROD005,WH003,136,0,34,102,0
2025-03-24,PROD006,WH003,53,0,9,44,0
2025-03-24,PROD007,WH003,116,0,20,96,0
2025-03-24,PROD008,WH003,218,0,28,190,0
2025-03-24,PROD009,WH004,197,0,25,172,0
2025-03-24,PROD010,WH001,382,0,57,325,0
2025-03-24,PROD011,WH001,451,0,69,382,0
2025-03-24,PROD012,WH001,58,196,27,227,0
2025-03-24,PROD013,WH004,225,835,95,965,0
2025-03-24,PROD014,WH004,733,0,90,643,0
2025-03-24,PROD015,WH004,203,0,48,155,0
2025-03-24,PROD016,WH004,163,0,21,142,0
2025-03-24,PROD017,WH003,98,237,48,287,0
2025-03-24,PROD018,WH003,417,0,43,374,0
2025-03-24,PROD019,WH001,82,0,8,74,0
2025-03-24,PROD020,WH001,64,0,8,56,0
2025-03-25,PROD001,WH001,38,0,7,31,0
2025-03-25,PROD002,WH001,12,50,6,56,0
2025-03-25,PROD003,WH002,111,0,10,101,0
2025-03-25,PROD004,WH002,99,0,24,75,0
2025-03-25,PROD005,WH003,102,0,25,77,0
2025-03-25,PROD006,WH003,44,0,7,37,0
2025-03-25,PROD007,WH003,96,0,22,74,0
2025-03-25,PROD008,WH003,190,0,34,156,0
2025-03-25,PROD009,WH004,172,0,51,121,0
2025-03-25,PROD010,WH001,325,0,41,284,0
2025-03-25,PROD011,WH001,382,0,57,325,0
2025-03-25,PROD012,WH001,227,0,439,0,212
2025-03-25,PROD013,WH004,965,0,116,849,0
2025-03-25,PROD014,WH004,643,0,64,579,0
2025-03-25,PROD015,WH004,155,0,29,126,0
2025-03-25,PROD016,WH004,142,0,282,0,140
2025-03-25,PROD017,WH003,287,0,38,249,0
2025-03-25,PROD018,WH003,374,0,45,329,0
2025-03-25,PROD019,WH001,74,0,8,66,0
2025-03-25,PROD020,WH001,56,0,8,48,0
2025-03-26,PROD001,WH001,31,0,2,29,0
2025-03-26,PROD002,WH001,56,0,8,48,0
2025-03-26,PROD003,WH002,101,0,23,78,0
2025-03-26,PROD004,WH002,75,0,33,42,0
2025-03-26,PROD005,WH003,77,0,26,51,0
2025-03-26,PROD006,WH003,37,0,13,24,0
2025-03-26,PROD007,WH003,74,0,12,62,0
2025-03-26,PROD008,WH003,156,0,37,119,0
